Cesta,Lokacija,Smer,Št. vozil [N/h],Hitrost [km/h],Razmik [s],Zasedenost [%],Čas,Stanje
,MB (Ptujska) - Dragučova (v)600925.68.801.06.2026 10:00:00Povečan promet,MB (Ptujska) - Dragučova (v),600,92,5.6,8.8,01.06.2026 10:00:00,Povečan promet
,MB (Ptujska) - Dragučova (p)4201178.83.001.06.2026 10:00:00Normalen promet,MB (Ptujska) - Dragučova (p),420,117,8.8,3.0,01.06.2026 10:00:00,Normalen promet
AC-A1,Ravne ACČrni Kal - Kozina (v)000.00.001.06.2026 10:00:00Ni podatka,Črni Kal - Kozina (v),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
,Črni Kal - Kozina (p)000.00.001.06.2026 10:00:00Ni podatka,Črni Kal - Kozina (p),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
,Kozina - Črni Kal (v)000.00.001.06.2026 10:00:00Ni podatka,Kozina - Črni Kal (v),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
,Kozina - Črni Kal (p)000.00.001.06.2026 10:00:00Ni podatka,Kozina - Črni Kal (p),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
AC-A1,Razcep NanosIzvoz iz LJ420768.27.201.06.2026 10:00:00Normalen promet,Izvoz iz LJ,420,76,8.2,7.2,01.06.2026 10:00:00,Normalen promet
,Uvoz KP365297.00.501.06.2026 10:00:00Normalen promet,Uvoz KP,36,52,97.0,0.5,01.06.2026 10:00:00,Normalen promet
AC-A1,Pletovarje ACDramlje - Slovenske Konjice (v)636655.111.101.06.2026 10:00:00Zgoščen promet,Dramlje - Slovenske Konjice (v),636,65,5.1,11.1,01.06.2026 10:00:00,Zgoščen promet
,Dramlje - Slovenske Konjice (p)3008211.73.001.06.2026 10:00:00Normalen promet,Dramlje - Slovenske Konjice (p),300,82,11.7,3.0,01.06.2026 10:00:00,Normalen promet
,Slovenske Konjice - Dramlje (v)000.00.001.06.2026 10:00:00Ni podatka,Slovenske Konjice - Dramlje (v),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
,Slovenske Konjice - Dramlje (p)000.00.001.06.2026 10:00:00Ni podatka,Slovenske Konjice - Dramlje (p),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
AC-A1,Laze ACLogatec - Unec (v)972943.613.401.06.2026 10:00:00Zgoščen promet,Logatec - Unec (v),972,94,3.6,13.4,01.06.2026 10:00:00,Zgoščen promet
,Logatec - Unec (p)9001204.16.501.06.2026 10:00:00Povečan promet,Logatec - Unec (p),900,120,4.1,6.5,01.06.2026 10:00:00,Povečan promet
,Unec - Logatec (v)9001004.010.801.06.2026 10:00:00Zgoščen promet,Unec - Logatec (v),900,100,4.0,10.8,01.06.2026 10:00:00,Zgoščen promet
,Unec - Logatec (p)8881204.25.701.06.2026 10:00:00Povečan promet,Unec - Logatec (p),888,120,4.2,5.7,01.06.2026 10:00:00,Povečan promet
AC-A2,R KosezeBrdo-KR (v)768975.18.001.06.2026 10:00:00Povečan promet,Brdo-KR (v),768,97,5.1,8.0,01.06.2026 10:00:00,Povečan promet
,Brdo-KR (p)5641156.14.301.06.2026 10:00:00Povečan promet,Brdo-KR (p),564,115,6.1,4.3,01.06.2026 10:00:00,Povečan promet
,KR-Brdo (v)984934.010.201.06.2026 10:00:00Zgoščen promet,KR-Brdo (v),984,93,4.0,10.2,01.06.2026 10:00:00,Zgoščen promet
,KR-Brdo (p)8521134.86.501.06.2026 10:00:00Povečan promet,KR-Brdo (p),852,113,4.8,6.5,01.06.2026 10:00:00,Povečan promet
,KR-LJsev (v)420727.65.401.06.2026 10:00:00Normalen promet,KR-LJsev (v),420,72,7.6,5.4,01.06.2026 10:00:00,Normalen promet
,KR-LJsev (p)1279166.30.101.06.2026 10:00:00Normalen promet,KR-LJsev (p),12,79,166.3,0.1,01.06.2026 10:00:00,Normalen promet
,LJsev-KR396558.87.101.06.2026 10:00:00Normalen promet,LJsev-KR,396,55,8.8,7.1,01.06.2026 10:00:00,Normalen promet
AC-A2,Hrastje ACsmer LJ (v)840994.210.601.06.2026 10:00:00Zgoščen promet,smer LJ (v),840,99,4.2,10.6,01.06.2026 10:00:00,Zgoščen promet
,smer LJ (p)9121244.66.201.06.2026 10:00:00Povečan promet,smer LJ (p),912,124,4.6,6.2,01.06.2026 10:00:00,Povečan promet
,smer NM (v)7441025.17.601.06.2026 10:00:00Povečan promet,smer NM (v),744,102,5.1,7.6,01.06.2026 10:00:00,Povečan promet
,smer NM (p)5041206.63.601.06.2026 10:00:00Povečan promet,smer NM (p),504,120,6.6,3.6,01.06.2026 10:00:00,Povečan promet
AC-A2,R KozarjeKP-LJBrdo (v)720875.38.901.06.2026 10:00:00Povečan promet,KP-LJBrdo (v),720,87,5.3,8.9,01.06.2026 10:00:00,Povečan promet
,KP-LJBrdo (p)8041034.75.901.06.2026 10:00:00Povečan promet,KP-LJBrdo (p),804,103,4.7,5.9,01.06.2026 10:00:00,Povečan promet
,LJBrdo-KP (v)1428782.620.201.06.2026 10:00:00Zgoščen promet,LJBrdo-KP (v),1428,78,2.6,20.2,01.06.2026 10:00:00,Zgoščen promet
,LJBrdo-KP (p)612956.26.001.06.2026 10:00:00Povečan promet,LJBrdo-KP (p),612,95,6.2,6.0,01.06.2026 10:00:00,Povečan promet
,LJBrdo-LJjug (v)696885.47.901.06.2026 10:00:00Povečan promet,LJBrdo-LJjug (v),696,88,5.4,7.9,01.06.2026 10:00:00,Povečan promet
,LJBrdo-LJjug (p)5161066.94.001.06.2026 10:00:00Povečan promet,LJBrdo-LJjug (p),516,106,6.9,4.0,01.06.2026 10:00:00,Povečan promet
,LJjug-LJBrdo (v)1212882.912.101.06.2026 10:00:00Povečan promet,LJjug-LJBrdo (v),1212,88,2.9,12.1,01.06.2026 10:00:00,Povečan promet
,LJjug-LJBrdo (p)22811720.61.601.06.2026 10:00:00Normalen promet,LJjug-LJBrdo (p),228,117,20.6,1.6,01.06.2026 10:00:00,Normalen promet
AC-A2,R MalenceLJjug-NM (v)000.00.001.06.2026 10:00:00Ni podatka,LJjug-NM (v),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
,LJjug-NM (p)000.00.001.06.2026 10:00:00Ni prometa,LJjug-NM (p),0,0,0.0,0.0,01.06.2026 10:00:00,Ni prometa
,NM-LJjug (v)780894.99.501.06.2026 10:00:00Povečan promet,NM-LJjug (v),780,89,4.9,9.5,01.06.2026 10:00:00,Povečan promet
,NM-LJjug (p)4801137.83.501.06.2026 10:00:00Normalen promet,NM-LJjug (p),480,113,7.8,3.5,01.06.2026 10:00:00,Normalen promet
AC-A2,Novo mesto vzhodsmer HR (Obrežje) (v)5041057.45.501.06.2026 10:00:00Povečan promet,smer HR (Obrežje) (v),504,105,7.4,5.5,01.06.2026 10:00:00,Povečan promet
,smer HR (Obrežje) (p)36013510.92.201.06.2026 10:00:00Normalen promet,smer HR (Obrežje) (p),360,135,10.9,2.2,01.06.2026 10:00:00,Normalen promet
,smer NM (v)6481055.57.701.06.2026 10:00:00Povečan promet,smer NM (v),648,105,5.5,7.7,01.06.2026 10:00:00,Povečan promet
,smer NM (p)3841289.82.501.06.2026 10:00:00Normalen promet,smer NM (p),384,128,9.8,2.5,01.06.2026 10:00:00,Normalen promet
AC-A2,Voklo ACsmer Karavanke (v)828904.310.601.06.2026 10:00:00Zgoščen promet,smer Karavanke (v),828,90,4.3,10.6,01.06.2026 10:00:00,Zgoščen promet
,smer Karavanke (p)8401084.85.601.06.2026 10:00:00Povečan promet,smer Karavanke (p),840,108,4.8,5.6,01.06.2026 10:00:00,Povečan promet
,smer LJ (v)1020913.310.901.06.2026 10:00:00Zgoščen promet,smer LJ (v),1020,91,3.3,10.9,01.06.2026 10:00:00,Zgoščen promet
,smer LJ (p)8161074.36.201.06.2026 10:00:00Povečan promet,smer LJ (p),816,107,4.3,6.2,01.06.2026 10:00:00,Povečan promet
AC-A2,Kranj Z-Kranj Vsmer Karavanke (v)552896.44.101.06.2026 10:00:00Povečan promet,smer Karavanke (v),552,89,6.4,4.1,01.06.2026 10:00:00,Povečan promet
,smer Karavanke (p)804814.27.401.06.2026 10:00:00Povečan promet,smer Karavanke (p),804,81,4.2,7.4,01.06.2026 10:00:00,Povečan promet
,smer LJ (v)000.00.001.06.2026 10:00:00Ni podatka,smer LJ (v),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
,smer LJ (p)000.00.001.06.2026 10:00:00Ni podatka,smer LJ (p),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
AC-A2,Ljubno ACsmer Karavanke (v)732995.09.001.06.2026 10:00:00Povečan promet,smer Karavanke (v),732,99,5.0,9.0,01.06.2026 10:00:00,Povečan promet
,smer Karavanke (p)6361205.54.501.06.2026 10:00:00Povečan promet,smer Karavanke (p),636,120,5.5,4.5,01.06.2026 10:00:00,Povečan promet
,smer LJ (v)8161084.67.101.06.2026 10:00:00Povečan promet,smer LJ (v),816,108,4.6,7.1,01.06.2026 10:00:00,Povečan promet
,smer LJ (p)5521287.03.501.06.2026 10:00:00Povečan promet,smer LJ (p),552,128,7.0,3.5,01.06.2026 10:00:00,Povečan promet
AC-A2,Brezje ACsmer Karavanke (v)7801015.09.401.06.2026 10:00:00Povečan promet,smer Karavanke (v),780,101,5.0,9.4,01.06.2026 10:00:00,Povečan promet
,smer Karavanke (p)6361215.04.401.06.2026 10:00:00Povečan promet,smer Karavanke (p),636,121,5.0,4.4,01.06.2026 10:00:00,Povečan promet
,smer LJ (v)9241114.17.201.06.2026 10:00:00Povečan promet,smer LJ (v),924,111,4.1,7.2,01.06.2026 10:00:00,Povečan promet
,smer LJ (p)4561338.22.801.06.2026 10:00:00Normalen promet,smer LJ (p),456,133,8.2,2.8,01.06.2026 10:00:00,Normalen promet
AC-A2,Radovljica ACsmer Karavanke (v)696995.68.001.06.2026 10:00:00Povečan promet,smer Karavanke (v),696,99,5.6,8.0,01.06.2026 10:00:00,Povečan promet
,smer Karavanke (p)5761287.13.701.06.2026 10:00:00Povečan promet,smer Karavanke (p),576,128,7.1,3.7,01.06.2026 10:00:00,Povečan promet
,smer LJ (v)7321005.27.601.06.2026 10:00:00Povečan promet,smer LJ (v),732,100,5.2,7.6,01.06.2026 10:00:00,Povečan promet
,smer LJ (p)6961165.55.001.06.2026 10:00:00Povečan promet,smer LJ (p),696,116,5.5,5.0,01.06.2026 10:00:00,Povečan promet
AC-A2,Jesenice V ACsmer Karavanke (v)4801038.04.801.06.2026 10:00:00Normalen promet,smer Karavanke (v),480,103,8.0,4.8,01.06.2026 10:00:00,Normalen promet
,smer Karavanke (p)4812679.90.301.06.2026 10:00:00Normalen promet,smer Karavanke (p),48,126,79.9,0.3,01.06.2026 10:00:00,Normalen promet
AC-A2,Podbrezje ACsmer Karavanke (po)2168118.63.901.06.2026 10:00:00Normalen promet,smer Karavanke (po),216,81,18.6,3.9,01.06.2026 10:00:00,Normalen promet
,smer Karavanke (v)8761024.18.001.06.2026 10:00:00Povečan promet,smer Karavanke (v),876,102,4.1,8.0,01.06.2026 10:00:00,Povečan promet
,smer Karavanke (p)6481205.54.501.06.2026 10:00:00Povečan promet,smer Karavanke (p),648,120,5.5,4.5,01.06.2026 10:00:00,Povečan promet
AC-A2,MP Obrežjesmer carina244856.80.401.06.2026 10:00:00Normalen promet,smer carina,24,48,56.8,0.4,01.06.2026 10:00:00,Normalen promet
,smer HR (Obrežje) (v)3247211.34.901.06.2026 10:00:00Normalen promet,smer HR (Obrežje) (v),324,72,11.3,4.9,01.06.2026 10:00:00,Normalen promet
,smer HR (Obrežje) (p)609848.20.501.06.2026 10:00:00Normalen promet,smer HR (Obrežje) (p),60,98,48.2,0.5,01.06.2026 10:00:00,Normalen promet
,smer HR (Obrežje) (v)1225398.30.501.06.2026 10:00:00Normalen promet,smer HR (Obrežje) (v),12,25,398.3,0.5,01.06.2026 10:00:00,Normalen promet
,smer HR (Obrežje) (p)3622380.31.401.06.2026 10:00:00Normalen promet,smer HR (Obrežje) (p),36,22,380.3,1.4,01.06.2026 10:00:00,Normalen promet
,smer LJ (v)396829.44.001.06.2026 10:00:00Normalen promet,smer LJ (v),396,82,9.4,4.0,01.06.2026 10:00:00,Normalen promet
,smer LJ (p)1209739.61.001.06.2026 10:00:00Normalen promet,smer LJ (p),120,97,39.6,1.0,01.06.2026 10:00:00,Normalen promet
,smer LJ1803518.59.401.06.2026 10:00:00Normalen promet,smer LJ,180,35,18.5,9.4,01.06.2026 10:00:00,Normalen promet
AC-A2,Čatež ACsmer HR (Obrežje) (v)4561077.84.801.06.2026 10:00:00Normalen promet,smer HR (Obrežje) (v),456,107,7.8,4.8,01.06.2026 10:00:00,Normalen promet
,smer HR (Obrežje) (p)10813622.40.601.06.2026 10:00:00Normalen promet,smer HR (Obrežje) (p),108,136,22.4,0.6,01.06.2026 10:00:00,Normalen promet
,smer LJ (v)4921027.26.601.06.2026 10:00:00Povečan promet,smer LJ (v),492,102,7.2,6.6,01.06.2026 10:00:00,Povečan promet
,smer LJ (p)21613216.21.301.06.2026 10:00:00Normalen promet,smer LJ (p),216,132,16.2,1.3,01.06.2026 10:00:00,Normalen promet
AC-A2,Višnja Gora ACIvančna Gorica - Višnja Gora (v)7921084.68.001.06.2026 10:00:00Zgoščen promet,Ivančna Gorica - Višnja Gora (v),792,108,4.6,8.0,01.06.2026 10:00:00,Zgoščen promet
,Ivančna Gorica - Višnja Gora (p)9241325.64.401.06.2026 10:00:00Povečan promet,Ivančna Gorica - Višnja Gora (p),924,132,5.6,4.4,01.06.2026 10:00:00,Povečan promet
,Višnja Gora - Ivančna Gorica (v)8281054.99.401.06.2026 10:00:00Zgoščen promet,Višnja Gora - Ivančna Gorica (v),828,105,4.9,9.4,01.06.2026 10:00:00,Zgoščen promet
,Višnja Gora - Ivančna Gorica (p)4561287.72.901.06.2026 10:00:00Normalen promet,Višnja Gora - Ivančna Gorica (p),456,128,7.7,2.9,01.06.2026 10:00:00,Normalen promet
AC-A2,Draga ACDobruška vas - Kronovo (v)5881146.25.101.06.2026 10:00:00Povečan promet,Dobruška vas - Kronovo (v),588,114,6.2,5.1,01.06.2026 10:00:00,Povečan promet
,Dobruška vas - Kronovo (p)26413413.41.501.06.2026 10:00:00Normalen promet,Dobruška vas - Kronovo (p),264,134,13.4,1.5,01.06.2026 10:00:00,Normalen promet
AC-A2,Šmarje Sap ACGrosuplje - Ljubljana (v)1128893.212.501.06.2026 10:00:00Zgoščen promet,Grosuplje - Ljubljana (v),1128,89,3.2,12.5,01.06.2026 10:00:00,Zgoščen promet
,Grosuplje - Ljubljana (p)9721054.37.101.06.2026 10:00:00Povečan promet,Grosuplje - Ljubljana (p),972,105,4.3,7.1,01.06.2026 10:00:00,Povečan promet
,Ljubljana - Grosuplje (v)1044913.411.701.06.2026 10:00:00Zgoščen promet,Ljubljana - Grosuplje (v),1044,91,3.4,11.7,01.06.2026 10:00:00,Zgoščen promet
,Ljubljana - Grosuplje (p)5281077.04.201.06.2026 10:00:00Povečan promet,Ljubljana - Grosuplje (p),528,107,7.0,4.2,01.06.2026 10:00:00,Povečan promet
AC-A2,Lipce ACLesce - Lipce (v)528966.85.101.06.2026 10:00:00Povečan promet,Lesce - Lipce (v),528,96,6.8,5.1,01.06.2026 10:00:00,Povečan promet
,Lesce - Lipce (p)6011160.40.401.06.2026 10:00:00Normalen promet,Lesce - Lipce (p),60,111,60.4,0.4,01.06.2026 10:00:00,Normalen promet
,Lipce - Lesce (v)780894.79.101.06.2026 10:00:00Zgoščen promet,Lipce - Lesce (v),780,89,4.7,9.1,01.06.2026 10:00:00,Zgoščen promet
,Lipce - Lesce (p)2649812.62.201.06.2026 10:00:00Normalen promet,Lipce - Lesce (p),264,98,12.6,2.2,01.06.2026 10:00:00,Normalen promet
AC-A2,Naklo ACsmer Karavanke (v)876964.09.501.06.2026 10:00:00Povečan promet,smer Karavanke (v),876,96,4.0,9.5,01.06.2026 10:00:00,Povečan promet
,smer Karavanke (p)6001155.64.401.06.2026 10:00:00Povečan promet,smer Karavanke (p),600,115,5.6,4.4,01.06.2026 10:00:00,Povečan promet
,smer LJ (v)1020883.711.501.06.2026 10:00:00Zgoščen promet,smer LJ (v),1020,88,3.7,11.5,01.06.2026 10:00:00,Zgoščen promet
,smer LJ (p)8161064.96.401.06.2026 10:00:00Povečan promet,smer LJ (p),816,106,4.9,6.4,01.06.2026 10:00:00,Povečan promet
AC-A2,Zagorica ACNovo Mesto - Trebnje (v)6961035.19.201.06.2026 10:00:00Zgoščen promet,Novo Mesto - Trebnje (v),696,103,5.1,9.2,01.06.2026 10:00:00,Zgoščen promet
,Novo Mesto - Trebnje (p)4201328.62.601.06.2026 10:00:00Normalen promet,Novo Mesto - Trebnje (p),420,132,8.6,2.6,01.06.2026 10:00:00,Normalen promet
,Trebnje - Novo Mesto (v)4441037.35.201.06.2026 10:00:00Povečan promet,Trebnje - Novo Mesto (v),444,103,7.3,5.2,01.06.2026 10:00:00,Povečan promet
,Trebnje - Novo Mesto (p)37212910.52.101.06.2026 10:00:00Normalen promet,Trebnje - Novo Mesto (p),372,129,10.5,2.1,01.06.2026 10:00:00,Normalen promet
AC-A2,Priključek Lesce-JeseniceIzvoz iz AC - Jesenice2045122.33.501.06.2026 10:00:00Normalen promet,Izvoz iz AC - Jesenice,204,51,22.3,3.5,01.06.2026 10:00:00,Normalen promet
,Izvoz iz AC - Kranj432518.37.901.06.2026 10:00:00Normalen promet,Izvoz iz AC - Kranj,432,51,8.3,7.9,01.06.2026 10:00:00,Normalen promet
,Uvoz na AC - Jesenice1445724.82.301.06.2026 10:00:00Normalen promet,Uvoz na AC - Jesenice,144,57,24.8,2.3,01.06.2026 10:00:00,Normalen promet
,Uvoz na AC - Kranj552536.29.001.06.2026 10:00:00Povečan promet,Uvoz na AC - Kranj,552,53,6.2,9.0,01.06.2026 10:00:00,Povečan promet
AC-A2,Kamna Gorica ACKoseze - Šentvid (v)1128913.111.201.06.2026 10:00:00Zgoščen promet,Koseze - Šentvid (v),1128,91,3.1,11.2,01.06.2026 10:00:00,Zgoščen promet
,Koseze - Šentvid (p)7561094.65.801.06.2026 10:00:00Povečan promet,Koseze - Šentvid (p),756,109,4.6,5.8,01.06.2026 10:00:00,Povečan promet
,Šentvid - Koseze (v)1320942.713.101.06.2026 10:00:00Zgoščen promet,Šentvid - Koseze (v),1320,94,2.7,13.1,01.06.2026 10:00:00,Zgoščen promet
,Šentvid - Koseze (p)8521184.46.101.06.2026 10:00:00Povečan promet,Šentvid - Koseze (p),852,118,4.4,6.1,01.06.2026 10:00:00,Povečan promet
AC-A2,Voglje ACBrnik - Vodice (v)000.00.001.06.2026 10:00:00Ni podatka,Brnik - Vodice (v),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
,Brnik - Vodice (p)000.00.001.06.2026 10:00:00Ni podatka,Brnik - Vodice (p),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
,Vodice - Brnik (v)972703.611.301.06.2026 10:00:00Zgoščen promet,Vodice - Brnik (v),972,70,3.6,11.3,01.06.2026 10:00:00,Zgoščen promet
,Vodice - Brnik (p)000.00.001.06.2026 10:00:00Ni prometa,Vodice - Brnik (p),0,0,0.0,0.0,01.06.2026 10:00:00,Ni prometa
AC-A2,Povodje ACLJ (Šmartno) - Vodice (v)000.00.001.06.2026 10:00:00Ni podatka,LJ (Šmartno) - Vodice (v),0,0,0.0,0.0,01.06.2026 10:00:00,Ni podatka
,LJ (Šmartno) - Vodice (p)000.00.001.06.2026 10:00:00Ni prometa,LJ (Šmartno) - Vodice (p),0,0,0.0,0.0,01.06.2026 10:00:00,Ni prometa
,Vodice - LJ (Šmartno) (v)936963.89.801.06.2026 10:00:00Zgoščen promet,Vodice - LJ (Šmartno) (v),936,96,3.8,9.8,01.06.2026 10:00:00,Zgoščen promet
,Vodice - LJ (Šmartno) (p)14041172.79.801.06.2026 10:00:00Zgoščen promet,Vodice - LJ (Šmartno) (p),1404,117,2.7,9.8,01.06.2026 10:00:00,Zgoščen promet
AC-A2,Bokalce ACBrdo - Kozarje (v)1728782.125.301.06.2026 10:00:00Gost promet,Brdo - Kozarje (v),1728,78,2.1,25.3,01.06.2026 10:00:00,Gost promet
,Brdo - Kozarje (p)17521002.615.201.06.2026 10:00:00Gost promet,Brdo - Kozarje (p),1752,100,2.6,15.2,01.06.2026 10:00:00,Gost promet
,Kozarje - Brdo (v)1404842.317.101.06.2026 10:00:00Zgoščen promet,Kozarje - Brdo (v),1404,84,2.3,17.1,01.06.2026 10:00:00,Zgoščen promet
,Kozarje - Brdo (p)15241073.012.101.06.2026 10:00:00Zgoščen promet,Kozarje - Brdo (p),1524,107,3.0,12.1,01.06.2026 10:00:00,Zgoščen promet
AC-A2,Dob ACBič - Ivančna Gorica (v)168647.43.601.06.2026 10:00:00Povečan promet,Bič - Ivančna Gorica (v),168,64,7.4,3.6,01.06.2026 10:00:00,Povečan promet
,Bič - Ivančna Gorica (p)168699.92.901.06.2026 10:00:00Zgoščen promet,Bič - Ivančna Gorica (p),168,69,9.9,2.9,01.06.2026 10:00:00,Zgoščen promet
,Ivančna Gorica - Bič (v)852654.312.801.06.2026 10:00:00Zgoščen promet,Ivančna Gorica - Bič (v),852,65,4.3,12.8,01.06.2026 10:00:00,Zgoščen promet
,Ivančna Gorica - Bič (p)2048619.72.001.06.2026 10:00:00Normalen promet,Ivančna Gorica - Bič (p),204,86,19.7,2.0,01.06.2026 10:00:00,Normalen promet
AC-A2,Priključek Drnovoizvoz Čatež1205336.61.901.06.2026 10:00:00Normalen promet,izvoz Čatež,120,53,36.6,1.9,01.06.2026 10:00:00,Normalen promet
,izvoz NM1325320.52.101.06.2026 10:00:00Normalen promet,izvoz NM,132,53,20.5,2.1,01.06.2026 10:00:00,Normalen promet
,uvoz Čatež1326131.82.201.06.2026 10:00:00Normalen promet,uvoz Čatež,132,61,31.8,2.2,01.06.2026 10:00:00,Normalen promet
,uvoz NM1925219.73.601.06.2026 10:00:00Normalen promet,uvoz NM,192,52,19.7,3.6,01.06.2026 10:00:00,Normalen promet
AC-A2,Drnovo ACDobruška vas - Drnovo (v)3841068.13.901.06.2026 10:00:00Normalen promet,Dobruška vas - Drnovo (v),384,106,8.1,3.9,01.06.2026 10:00:00,Normalen promet
,Dobruška vas - Drnovo (p)9613341.80.601.06.2026 10:00:00Normalen promet,Dobruška vas - Drnovo (p),96,133,41.8,0.6,01.06.2026 10:00:00,Normalen promet
,Prik. Drnovo - Smednik (v)5881046.16.801.06.2026 10:00:00Povečan promet,Prik. Drnovo - Smednik (v),588,104,6.1,6.8,01.06.2026 10:00:00,Povečan promet
,Prik. Drnovo - Smednik (p)3721249.92.301.06.2026 10:00:00Normalen promet,Prik. Drnovo - Smednik (p),372,124,9.9,2.3,01.06.2026 10:00:00,Normalen promet
AC-A3,Dane ACGabrk - Sežana vzhod (v)32410411.94.401.06.2026 10:00:00Normalen promet,Gabrk - Sežana vzhod (v),324,104,11.9,4.4,01.06.2026 10:00:00,Normalen promet
,Gabrk - Sežana vzhod (p)6013555.80.301.06.2026 10:00:00Normalen promet,Gabrk - Sežana vzhod (p),60,135,55.8,0.3,01.06.2026 10:00:00,Normalen promet
,Sežana vzhod - Gabrk (v)2289816.23.401.06.2026 10:00:00Normalen promet,Sežana vzhod - Gabrk (v),228,98,16.2,3.4,01.06.2026 10:00:00,Normalen promet
,Sežana vzhod - Gabrk (p)12012634.60.701.06.2026 10:00:00Normalen promet,Sežana vzhod - Gabrk (p),120,126,34.6,0.7,01.06.2026 10:00:00,Normalen promet
AC-A4,Podlehniksmer HR (Gruškovje) (v)4441078.05.101.06.2026 10:00:00Normalen promet,smer HR (Gruškovje) (v),444,107,8.0,5.1,01.06.2026 10:00:00,Normalen promet
,smer HR (Gruskovje) (p)18013121.71.101.06.2026 10:00:00Normalen promet,smer HR (Gruskovje) (p),180,131,21.7,1.1,01.06.2026 10:00:00,Normalen promet
,smer MB (v)33610910.83.901.06.2026 10:00:00Normalen promet,smer MB (v),336,109,10.8,3.9,01.06.2026 10:00:00,Normalen promet
,smer MB (p)14413524.90.901.06.2026 10:00:00Normalen promet,smer MB (p),144,135,24.9,0.9,01.06.2026 10:00:00,Normalen promet
AC-A4,Gruškovjesmer HR (MP Gruškovje) (v)480787.75.401.06.2026 10:00:00Normalen promet,smer HR (MP Gruškovje) (v),480,78,7.7,5.4,01.06.2026 10:00:00,Normalen promet
,smer HR (MP Gruškovje) (p)608057.70.601.06.2026 10:00:00Normalen promet,smer HR (MP Gruškovje) (p),60,80,57.7,0.6,01.06.2026 10:00:00,Normalen promet
,smer MB (v)408709.96.501.06.2026 10:00:00Normalen promet,smer MB (v),408,70,9.9,6.5,01.06.2026 10:00:00,Normalen promet
,smer MB (p)728866.70.601.06.2026 10:00:00Normalen promet,smer MB (p),72,88,66.7,0.6,01.06.2026 10:00:00,Normalen promet
AC-A4,Prepolje ACHajdina - Slivnica (v)5881025.68.201.06.2026 10:00:00Povečan promet,Hajdina - Slivnica (v),588,102,5.6,8.2,01.06.2026 10:00:00,Povečan promet
,Hajdina - Slivnica (p)3961298.72.501.06.2026 10:00:00Normalen promet,Hajdina - Slivnica (p),396,129,8.7,2.5,01.06.2026 10:00:00,Normalen promet
,Slivnica - Hajdina (v)5401016.75.401.06.2026 10:00:00Povečan promet,Slivnica - Hajdina (v),540,101,6.7,5.4,01.06.2026 10:00:00,Povečan promet
,Slivnica - Hajdina (p)36012410.52.601.06.2026 10:00:00Normalen promet,Slivnica - Hajdina (p),360,124,10.5,2.6,01.06.2026 10:00:00,Normalen promet
AC-A5,Dolinsko ACsmer HUN (Pince) (v)26410012.53.301.06.2026 10:00:00Normalen promet,smer HUN (Pince) (v),264,100,12.5,3.3,01.06.2026 10:00:00,Normalen promet
,smer HUN (Pince) (p)36127115.20.201.06.2026 10:00:00Normalen promet,smer HUN (Pince) (p),36,127,115.2,0.2,01.06.2026 10:00:00,Normalen promet
,smer MB  (v)33610510.73.701.06.2026 10:00:00Normalen promet,smer MB  (v),336,105,10.7,3.7,01.06.2026 10:00:00,Normalen promet
,smer MB (p)9612040.30.701.06.2026 10:00:00Normalen promet,smer MB (p),96,120,40.3,0.7,01.06.2026 10:00:00,Normalen promet
AC-A5,Mostje ACsmer HUN (Pince) (v)12011227.10.901.06.2026 10:00:00Normalen promet,smer HUN (Pince) (v),120,112,27.1,0.9,01.06.2026 10:00:00,Normalen promet
,smer HUN (Pince) (p)36148179.80.201.06.2026 10:00:00Normalen promet,smer HUN (Pince) (p),36,148,179.8,0.2,01.06.2026 10:00:00,Normalen promet
,smer MB (v)21610315.22.901.06.2026 10:00:00Normalen promet,smer MB (v),216,103,15.2,2.9,01.06.2026 10:00:00,Normalen promet
,smer MB (p)6011853.70.401.06.2026 10:00:00Normalen promet,smer MB (p),60,118,53.7,0.4,01.06.2026 10:00:00,Normalen promet
